132332516520210698,kenh14.vn,3,1
230849018620426929,phimmoi.net,3,1
280875563120393022,gamek.vn,1,1
299438977720370179,afamily.vn,9,1
312056041420431290,webtruyen.com,1,1
631529846120194598,truyenqq.com,1,1
701490398520427592,webtruyen.com,1,1
783245244120428410,truyencv.com,1,1
861791439720427166,olm.vn,1,1
1021387105985375226,thanhnien.vn,2,1
1028773870712040777,tpc.googlesyndication.com,2,1
1030000481906531959,tiki.vn,1,1
1038700621906415142,bongdaplus.vn,1,1
1111959551906334490,sggpnews.org.vn,1,1
1124382313075494253,kenh14.vn,2,1
1125606989712054669,docbao.vn,1,1
1133813344606482629,phapluatplus.vn,2,1
1138655542680211923,afamily.vn,1,1
1201239531906427407,baogiaothong.vn,1,1
1223994302884090091,thanhnien.vn,1,1
1233696189999945620,truyenfull.vn,1,1
1293961811908064187,dantri.com.vn,1,1
1332952891089056059,truyenfull.vn,1,1
1338697532884766883,langla.vn,1,1
1358433841984242953,kenh14.vn,1,1
1369519331984180875,sstruyen.com,3,1
1433548748245441211,tiki.vn,5,1
1436329903741206650,dantri.com.vn,1,1
1438700581984361016,soha.vn,1,1
1499853687457874843,baodatviet.vn,1,1
1499853687457874843,ads.baodatviet.vn,1,1
1502340491457381994,truyenfull.vn,1,1
1505390401906531870,m.lotte.vn,1,1
1525824479247056461,plo.vn,1,1
1538601652883909048,dantri.com.vn,1,1
1618712653985277238,sstruyen.com,1,1
1623633831963316353,sstruyen.com,1,1
1638700441963351919,yes24.vn,1,1
1741758071908254835,docbao.vn,1,1
1781054192065038342,dantri.com.vn,1,1
1808581504712215858,kenh14.vn,1,1
1810613811906391695,tienphong.vn,1,1
1823575051984406307,kenh14.vn,2,1
1831358932251068004,thanhnien.vn,1,1
1831358932251068004,tpc.googlesyndication.com,1,1
1838604831907706060,phimmoi.net,3,1
1921419203419587845,bilutv.com,1,1
2024731336245433349,cafebiz.vn,1,1
2075154241984309527,dantri.com.vn,2,1
2096760856999944781,webtruyen.com,1,1
2128126253068990710,tpc.googlesyndication.com,1,1
2138685281963380383,tpc.googlesyndication.com,2,1
2196459122064768343,dantri.com.vn,1,1
2202945216712215229,kenh14.vn,1,1
2215380029250074911,cafef.vn,1,1
2233869988245578691,linkneverdie.com,2,1
2236127562885485738,truyenqq.com,1,1
2236626491952478516,truyenfull.vn,1,1
2238070342885530442,truyenfull.vn,1,1
2282704161907741868,truyenfull.vn,1,1
2306109731963151873,f319.com,4,1
2326868058712099362,phimmoi.net,1,1
2331766421906395356,baodatviet.vn,1,1
2333114697245740812,tpc.googlesyndication.com,1,1
2333869743246772478,samsung.com,1,1
2387559553245378922,genk.vn,1,1
2411121400249864359,docbao.vn,1,1
2429491500245613176,bilutv.com,4,1
2463782993741121161,kenh14.vn,2,1
2472473471934533710,afamily.vn,1,1
2533768052247117666,animevsub.tv,3,1
2538697241953190351,tpc.googlesyndication.com,3,1
2733868996985347685,kenh14.vn,1,1
2772230963068990883,vietjetair.com,1,1
2821832391953919049,kenh14.vn,2,1
