150908555220193527,soha.vn,1,1
153226013720247510,kenh14.vn,1,1
243386784920199787,kenh14.vn,3,1
341974204020428238,baodatviet.vn,1,1
341974204020428238,ads.baodatviet.vn,1,1
363387002220318335,m.lotte.vn,1,1
499267993220374543,dantri.com.vn,1,1
682854143820244720,mangak.info,1,1
693378264620245597,geography-vnu.edu.vn,1,1
723217795320392607,soha.vn,2,1
1033836794453242586,truyencv.com,2,1
1104878341712122889,vtv.vn,2,1
1123104480245489560,bilutv.com,2,1
1129390947245435644,tienphong.vn,1,1
1130839801934552792,cafebiz.vn,1,1
1133869765457806263,olm.vn,1,1
1195482331952973353,tiki.vn,1,1
1212807331247079005,baodatviet.vn,1,1
1220677866247296314,bilutv.com,4,1
1251433641984241476,laodong.vn,1,1
1270793193026041037,kenh14.vn,1,1
1304789490245494443,phimbathu.com,1,1
1305439492250030022,dantri.com.vn,3,1
1331542972457385867,webtruyen.com,1,1
1378350191906349284,dantri.com.vn,4,1
1395850732064688243,dantri.com.vn,1,1
1399147552885518550,truyenfull.vn,1,1
1400629013985326076,tiki.vn,4,1
1412179541952900175,nld.com.vn,1,1
1423972531962978398,dantri.com.vn,5,1
1424017347245444400,tiki.vn,1,1
1437885353706144027,truyenfull.vn,1,1
1439436901984360610,f319.com,4,1
1484371021952802135,bilutv.com,1,1
1500851561984242251,docbao.vn,1,1
1524319383247346514,dantri.com.vn,1,1
1530678993247360999,bongdaplus.vn,1,1
1552305383416417811,thanhnien.vn,1,1
1552305383416417811,tpc.googlesyndication.com,1,1
1608883882065222982,kenh14.vn,2,1
1625861656246534845,tratu.soha.vn,1,1
1638697542919005388,m.lotte.vn,1,1
1657493281908197253,dantri.com.vn,1,1
1701380432247369806,dantri.com.vn,1,1
1711931901963458258,phimmoi.net,6,1
1722916893025996547,kenh14.vn,2,1
1724150982885321326,socnhi.com,3,1
1738372181908309188,sstruyen.com,1,1
1793980233453197860,dantri.com.vn,1,1
1834969951141350915,tintucvietnam.vn,1,1
1838697372885423708,truyenfull.vn,1,1
1888874231906811852,sstruyen.com,4,1
1915290080712321619,dantri.com.vn,4,1
1927902124246992461,dantri.com.vn,2,1
1937142343741086870,kenh14.vn,1,1
1938693241988984682,vietjetair.com,1,1
1992189491906339766,bongdaplus.vn,1,1
1993744581953372647,ntruyen.info,6,1
2035278601952700919,anninhthudo.vn,1,1
2038868541963360727,dantri.com.vn,1,1
2050556601953243850,dantri.com.vn,1,1
2065882251963165738,phapluatplus.vn,1,1
2091275960247088045,tienphong.vn,1,1
2105799995250071004,tiki.vn,1,1
2110508932783265751,dantri.com.vn,2,1
2124135945249751514,truyenfull.vn,1,1
2124798657457451540,tpc.googlesyndication.com,3,1
2124798657457451540,thanhnien.vn,3,1
2138700661741096928,lotte.vn,1,1
2207799603411645965,ads.baodatviet.vn,1,1
2207799603411645965,baodatviet.vn,1,1
2238700303539280017,fly.vietnamairlines.com,1,1
2326175278246799050,truyenfull.vn,1,1
2333711701906366309,booking.vietjetair.com,5,1
2333868772457410043,truyenfull.vn,1,1
2379236461906432626,tratu.soha.vn,1,1
2405570372884220428,soha.vn,1,1
2417229401953309060,vietnambiz.vn,2,1
2424120221984332208,aroma.vn,1,1
2435045711877976666,bilutv.com,3,1
2500145603419586689,dantri.com.vn,1,1
2518090252171966491,thethao247.vn,1,1
2523609694250585718,tratu.soha.vn,2,1
2533264386712123256,bilutv.com,2,1
2538677041907710158,truyenfull.vn,2,1
2638696802065009402,linkneverdie.com,4,1
2638700653198635093,afamily.vn,1,1
2686843731906385201,agents.vietjetair.com,8,1
2733691804246537568,f319.com,2,1
2733691804246537568,s.cafef.vn,2,1
2738700743740031331,vietjetair.com,1,1
2744240572065232734,phimmoi.net,3,1
2815647652885166112,linkneverdie.com,4,1
2828458335457245767,hutech.edu.vn,1,1
2838697271952983948,dantri.com.vn,1,1
2844703701934573006,dantri.com.vn,5,1
2861949992885337513,soha.vn,2,1
2907607822250154464,dantri.com.vn,1,1
2907607822250154464,benhphunu.net.vn,1,1
2908007551907955306,oppomobile.vn,1,1
2932593666712087748,webtruyen.com,1,1
2938697452889352332,travel.com.vn,1,1
2938700413741084666,gamek.vn,1,1
3011253161984336512,cafef.vn,4,1
3022264693418962686,docbao.vn,1,1
3027000343246380989,dantri.com.vn,1,1
3027000343246380989,tienphong.vn,1,1
3027000343246380989,kienthuc.net.vn,1,1
3038698022884170670,docbao.vn,1,1
